"","category_list","funding_total_usd","country_code","invest_duration","deals","ex_sd","ex_sd_5years","ex_mean_5years","IPO_mean_5years","IPO_growth_5years","MA_mean_5years","MA_growth_5years","label"
"9607","Public Relations",1270189,"USA",159.285714285714,1,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"9608","Computers",1e+07,"USA",67.7142857142857,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9609","Curated Web",3529175,"USA",29.4285714285714,2,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9610","Curated Web",53000,"USA",30.2857142857143,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9611","Android",4e+06,"USA",62,11,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9612","Mobile",1500000,"USA",26.2857142857143,2,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9613","Energy",6946213,"GBR",0,1,332.650930201571,251.474457649281,643.03,40,-0.166666666666667,36.65,-0.412698412698413,"0"
"9614","Curated Web",4136359,"GBR",86.8571428571429,3,332.650930201571,128.997638272954,892.644,45.9666666666667,-0.184210526315789,36.2,0.5,"0"
"9615","3D Printing",376605.280006026,"IRL",0,2,332.650930201571,121.755071845078,881.552,24.8833333333333,-0.631578947368421,10.0333333333333,1.21428571428571,"0"
"9616","Enterprise Software",875000,"USA",0,7,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9617","E-Commerce",2095000,"USA",140.428571428571,14,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9618","News",2700000,"GBR",0,1,332.650930201571,241.986560019353,783.924,39.2166666666667,-0.516666666666667,34.7,-0.64,"0"
"9619","Education",1e+05,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9620","Real Estate",4500000,"USA",209.571428571429,13,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9621","Gift Card",2741200,"USA",57.7142857142857,2,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9622","Advertising",9970000,"USA",193.142857142857,18,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9623","Consumers",5369505.6318624,"GBR",5.71428571428571,2,332.650930201571,128.997638272954,892.644,45.9666666666667,-0.184210526315789,36.2,0.5,"0"
"9624","E-Commerce",2e+05,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9625","E-Commerce",1050000,"USA",82.5714285714286,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9626","Design",5788830,"ITA",136.571428571429,3,354.665676198768,128.062318228275,1097.19,23.6166666666667,-0.272727272727273,21.6833333333333,-0.25,"0"
"9627","Customer Service",50000,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9628","Design",717888,"ITA",0,1,354.665676198768,69.1122172267682,1060.602,23.45,-0.15,23.15,1.75,"0"
"9629","Mobile",601824,"GBR",33.4285714285714,3,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9630","Biotechnology",5.7e+07,"USA",30.7142857142857,5,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"1"
"9631","Finance",50723650,"USA",63.2857142857143,3,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9632","Mobile",18878570,"USA",85.4285714285714,5,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9633","Enterprise Software",1053441,"GBR",76.2857142857143,7,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9634","Analytics",388852,"GBR",85.2857142857143,6,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"9635","Local Businesses",734871,"GBR",54.7142857142857,1,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9636","Clean Energy",34400000,"USA",266.142857142857,8,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9637","Biotechnology",1e+07,"USA",0,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9638","Financial Services",3e+07,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9639","Biotechnology",7.5e+07,"USA",198.571428571429,14,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"9640","Internet Marketing",150000,"USA",22.4285714285714,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9641","EdTech",3e+06,"USA",137.571428571429,8,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9642","Business Productivity",1e+07,"USA",116.857142857143,32,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9643","Clean Technology",33378639,"HKG",80,6,3170.63543963043,2741.00654382656,9805.79,21.9166666666667,-0.617647058823529,23.1666666666667,-0.0476190476190476,"1"
"9644","Advertising",17400000,"USA",163,9,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"9645","Energy Efficiency",17328859,"USA",257.857142857143,6,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"9646","Clean Technology",1500000,"USA",0,3,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9647","Clean Technology",2.75e+08,"USA",107.857142857143,3,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9648","Collaboration",6e+06,"USA",148.285714285714,9,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9649","Business Intelligence",15600000,"USA",0,3,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"9650","Energy Efficiency",34213869,"USA",142.285714285714,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9651","Analytics",52999999,"USA",355.142857142857,15,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9652","Software",2106600,"ESP",0,2,354.665676198768,225.836224352959,1022.584,33.6166666666667,-0.354838709677419,26.1,-0.703703703703704,"1"
"9653","E-Commerce",1819746,"FRA",0,5,354.665676198768,149.855723180665,1073.778,29.35,-0.172413793103448,20.5833333333333,0.647058823529412,"0"
"9654","Analytics",5e+05,"USA",0,5,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9655","Curated Web",350000,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9656","Game",1600000,"ISR",0,1,1338.02627967053,796.503358643264,5063.994,12.5333333333333,-0.5,10.3166666666667,-0.25,"0"
"9657","Games",3500000,"USA",0,3,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9658","Apps",20000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9659","Android",1500000,"USA",0,3,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9660","Facebook Applications",1500000,"CAN",0,1,505.85272116889,311.788019622307,1118.464,16.15,0.277777777777778,38.3333333333333,1.30769230769231,"1"
"9661","Games",434095,"ESP",130.428571428571,4,354.665676198768,128.227526568986,1097.738,32.3666666666667,-0.341463414634146,29.8833333333333,5.8,"0"
"9662","Green Consumer Goods",3809819,"CAN",50,4,505.85272116889,225.836926852098,1408.006,16.85,0.571428571428571,37.0166666666667,-0.235294117647059,"0"
"9663","Financial Services",4.85e+08,"CHN",0,3,2423.75249523914,1437.55268144162,8875.868,19.8333333333333,2.35,7.46666666666667,-1,"0"
"9664","Technology",25000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9665","Collaborative Consumption",3800000,"USA",0,5,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9666","Apps",3500000,"GBR",86,11,332.650930201571,120.912204925723,899.39,45.9,0.151515151515152,33.8666666666667,0.172413793103448,"0"
"9667","Software",3879600,"BEL",0,1,354.665676198768,225.836224352959,1022.584,17.2,-0.185185185185185,21.6,-0.580645161290323,"0"
"9668","Fashion",70000,"USA",0,2,408.171554463965,83.0290823747921,1265.688,17.2333333333333,-0.409090909090909,61.6333333333333,0.0208333333333333,"0"
"9669","Advertising",9e+05,"USA",78.2857142857143,3,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9670","Finance",813000,"USA",80.4285714285714,8,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9671","Cloud Management",4e+05,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9672","Industrial",1e+05,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9673","Hardware + Software",3484698,"GBR",169,5,332.650930201571,120.912204925723,899.39,45.9,0.151515151515152,33.8666666666667,0.172413793103448,"0"
"9674","Education",2500000,"USA",0,7,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9675","Biotechnology",70550150,"USA",93.7142857142857,9,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9676","Clean Technology",27901875,"USA",212.714285714286,4,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"1"
"9677","Biotechnology",3650000,"USA",78.2857142857143,3,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9678","Analytics",8481871,"USA",119.285714285714,3,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9679","Design",388000,"USA",122.142857142857,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9680","3D Printing",64219,"ITA",0,2,354.665676198768,69.3918441173024,1062.824,22.9833333333333,-0.35,24.85,0.692307692307692,"0"
"9681","Mobile",4160000,"GBR",5.85714285714286,2,332.650930201571,241.986560019353,783.924,39.2166666666667,-0.516666666666667,34.7,-0.64,"0"
"9682","Analytics",6e+05,"USA",42.4285714285714,2,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9683","Analytics",1e+07,"USA",35.1428571428571,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9684","Computer Vision",350000,"USA",21.7142857142857,6,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9685","Cloud Computing",28799999,"USA",100.571428571429,6,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9686","Semiconductors",4.4e+07,"USA",133.285714285714,4,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"1"
"9687","Document Management",2300000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9688","Advertising",28450000,"USA",152.285714285714,18,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"1"
"9689","Health and Wellness",1e+06,"USA",0,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9690","Advertising",7999997,"USA",70.2857142857143,5,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9691","Consumer Electronics",1.6e+07,"IND",0,1,33381.9487012152,5817.33538683906,81240.942,3.25,1,6.46666666666667,-0.625,"0"
"9692","Analytics",1.4e+07,"USA",0,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9693","Software",17100100,"USA",187.285714285714,11,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9694","Curated Web",67500000,"USA",271.285714285714,15,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"9695","Digital Signage",4e+05,"CAN",0,4,505.85272116889,113.033210164093,1522.52,17.1,0.545454545454545,47.5833333333333,0.65625,"0"
"9696","Medical Devices",2093440,"CHE",0,1,323.323369107507,56.6210939491635,1195.904,19.05,-0.304347826086957,32.6833333333333,-0.473684210526316,"0"
"9697","Clean Technology",26252441,"USA",73.2857142857143,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9698","Health Care",2568912,"USA",117.285714285714,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9699","Pharmaceuticals",1.5e+07,"CHN",0,1,2423.75249523914,1185.46355373331,9089.586,17.7166666666667,0.6,4.36666666666667,6,"0"
"9700","Design",6130400,"FRA",73.4285714285714,2,354.665676198768,225.836224352959,1022.584,27.85,0.137931034482759,19.6833333333333,0.444444444444444,"0"
"9701","E-Commerce",1.1e+07,"USA",0,9,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9702","Biotechnology",90200000,"USA",142.142857142857,4,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"9703","E-Commerce",8600000,"JPN",30,2,38839.0739421941,12082.6970034993,127283.422,14.2333333333333,1.69230769230769,20.2,-0.05,"0"
"9704","Software",112500,"USA",15.5714285714286,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9705","E-Commerce",699397,"SGP",61.2857142857143,3,477.426460215571,219.794846095171,1803.522,16.45,-0.740740740740741,17.8666666666667,-0.352941176470588,"0"
"9706","Mobile Devices",25500000,"USA",17.8571428571429,37,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9707","Semiconductors",4e+06,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9708","3D Printing",4378778.97748213,"NLD",78.2857142857143,8,354.665676198768,225.836224352959,1022.584,22.9,-0.5,41.9333333333333,1.25,"0"
"9709","Fashion",2400000,"DEU",0,6,354.665676198768,128.227526568986,1097.738,27.2166666666667,-0.0384615384615385,43.7,0.314285714285714,"0"
"9710","E-Commerce",15600000,"SGP",166.714285714286,8,477.426460215571,219.794846095171,1803.522,16.45,-0.740740740740741,17.8666666666667,-0.352941176470588,"1"
"9711","Curated Web",6e+05,"USA",0,4,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9712","Enterprise Software",3850000,"USA",31.1428571428571,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9713","Fashion",2026500,"DEU",172.142857142857,4,354.665676198768,292.741033628701,928.532,28,-0.290322580645161,42.4666666666667,-0.392156862745098,"0"
"9714","Fashion",1500000,"USA",0,6,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9715","Travel",163741652,"CHN",334.571428571429,8,2423.75249523914,2005.21250422991,8323.812,17.6,-0.666666666666667,3.23333333333333,0.4,"0"
"9716","Cloud Computing",3320000,"USA",1.28571428571429,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9717","Health and Wellness",11430040,"IND",52.2857142857143,4,33381.9487012152,3949.55095556065,79770.738,5.85,6,5.71666666666667,-0.6,"0"
"9718","Biotechnology",74892748,"USA",319.857142857143,4,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"9719","Automotive",35000,"USA",0,3,408.171554463965,83.0290823747921,1265.688,17.2333333333333,-0.409090909090909,61.6333333333333,0.0208333333333333,"0"
"9720","Apps",1012500000,"USA",310.571428571429,36,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9721","Analytics",3798067,"CAN",59.7142857142857,3,505.85272116889,225.836926852098,1408.006,16.85,0.571428571428571,37.0166666666667,-0.235294117647059,"0"
"9722","Pharmaceuticals",357170,"PRT",0,1,354.665676198768,69.1122172267682,1060.602,29.3166666666667,0.375,35.5166666666667,-0.74,"0"
"9723","Fitness",105000,"USA",70.1428571428571,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9724","Information Technology",38100000,"USA",15.8571428571429,8,408.171554463965,83.0290823747921,1265.688,17.2333333333333,-0.409090909090909,61.6333333333333,0.0208333333333333,"0"
"9725","Biotechnology",2.2e+07,"FRA",0,1,354.665676198768,225.836224352959,1022.584,27.85,0.137931034482759,19.6833333333333,0.444444444444444,"0"
